UniqueID,Section,Semester,TestControl,LAB_Avg_PI,LAB_grade_Avg,ASSIGN_PI_avg,ASSIGN_grade_Avg,QUIZ_PI_Avg,Quiz_Grade_Avg.,Final_PI_Avg,Final_Grade_Avg,final_weigth_PI
37617430,1112W04,SP23,Control,0.125,85.375,0,40,0,43.333,0.042,67.2,0.091
35449552,1112W04,SP23,Control,0,89,0,57.5,0,83.333,0,88.217,0
14322406,1112W04,SP23,Control,0.125,89.125,0,77.5,0,83.333,0.042,89.95,0.091
14369597,1112W04,SP23,Control,0,91.625,0,87.5,0,90,0,92.95,0
74292239,1112W04,SP23,Control,0.375,66.5,0,85,0,90,0.125,79.3,0.273
25257010,1112W04,SP23,Control,0,87.75,0,77.5,0,60,0,86.883,0
17381403,1112W04,SP23,Control,0,85,0,72.5,0,70,0,85.917,0
88492471,1112W04,SP23,Control,0.125,94.25,0,82.5,0,80,0.042,92.85,0.091
59384130,1112W04,SP23,Control,0.5,89.25,0,87.5,0,80,0.167,84.35,0.364
85704173,1112W04,SP23,Control,0,89.125,0,90,0,86.667,0,91.867,0
31840941,1112W04,SP23,Control,0.125,92.5,0,80,0,80,0.042,92,0.091
21828276,1112W04,SP23,Control,0.125,91.625,0,87.5,0,73.333,0.042,91.283,0.091
21216827,1112W04,SP23,Control,0,92.25,0,75,0,93.333,0,92.7,0
47072609,1112W04,SP23,Control,0.375,94.625,0,72.5,0,76.667,0.125,85.383,0.273
5863829,1112W04,SP23,Control,0,84.5,0,85,0,66.667,0,80.233,0
40415463,1112W04,SP23,Control,0,92.875,0,85,0,83.333,0,92.7,0
48640422,1112W04,SP23,Control,1,12.5,0,70,0,73.333,0.333,41,0.727
52379790,1112W04,SP23,Control,0,91.25,0,87.5,0,80,0,92.083,0
9346240,1112W04,SP23,Control,0,88.25,0,82.5,0,70,0,88.65,0
37094324,1112W04,SP23,Control,0,87.375,0,82.5,0,86.667,0,90.183,0
62684507,1112W04,SP23,Control,0,84.25,0,65,0,83.333,0,86.1,0
89686081,1112W04,SP23,Control,0.125,80.75,0,80,0,86.667,0.042,72.733,0.091
56464299,1112W04,SP23,Control,0.125,77.25,0,85,0,76.667,0.042,83.7,0.091
5244422,1112W04,SP23,Control,0.125,91.25,0,70,0,70,0.042,89,0.091
20818928,1112W04,SP23,Control,0.875,80.375,0,80,0,90,0.292,86.533,0.636
49263956,1112W04,SP23,Control,0.375,87.125,0,77.5,0,63.333,0.125,86.883,0.273
59404177,1112W04,SP23,Control,0.125,95.375,0,80,0,80,0.042,93.533,0.091
95081499,1112W04,SP23,Control,0.25,95,0,80,0,83.333,0.083,87,0.182
85823815,1112W04,SP23,Control,0,85.75,0,75,0,70,0,86.9,0
80497261,1112W04,SP23,Control,0.875,64.5,0,77.5,0,73.333,0.292,76.15,0.636
1141171,1112W04,SP23,Control,0.125,92.25,0,72.5,0,93.333,0.042,92.117,0.091
29238140,1112W04,SP23,Control,0.625,91.5,0,82.5,0,80,0.208,91.717,0.455
55348904,1112W04,SP23,Control,0.5,72.875,0,90,1,90,0.5,76.867,0.5
31840941,1112W04,SP23,Control,0.125,92.5,1,82.5,1,90,0.708,93.25,0.364
71923459,1112W04,SP23,Control,0.75,83.5,1,77.5,1,80,0.917,86.617,0.818
82677266,1112W04,SP23,Control,0.25,90.625,1,82.5,1,90,0.75,91.25,0.455
86407167,1112W04,SP23,Control,0,94.25,1,70,1,80,0.667,91.6,0.273
13153925,1112W04,SP23,Control,0.5,95,1,77.5,1,86.667,0.833,93.417,0.636
79491686,1112W04,SP23,Control,0.5,79.75,1,75,1,0,0.833,70.033,0.636
36816087,1112W04,SP23,Control,0.375,66.375,1,77.5,1,80,0.792,70.817,0.545
19337384,1112W04,SP23,Control,0.5,76.875,1,77.5,1,86.667,0.833,77.417,0.636
72918276,1112W04,SP23,Control,0.25,92.875,1,87.5,1,83.333,0.75,93.283,0.455
7293442,1112W04,SP23,Control,0.5,72.5,1,72.5,1,80,0.833,67.25,0.636
83669831,1112W04,SP23,Control,0.75,75.5,1,90,1,96.667,0.917,85.267,0.818
89502055,1112W04,SP23,Control,0.375,90.375,1,87.5,1,73.333,0.792,84.283,0.545
93421161,1112W04,SP23,Control,0,85.875,1,72.5,1,80,0.667,87.383,0.273
74157265,1112W04,SP23,Control,0.875,28.125,1,82.5,1,0,0.958,36.583,0.909
53286849,1112W04,SP23,Control,0.625,72.625,1,87.5,1,90,0.875,76.483,0.727
28834322,1112W04,SP23,Control,0.75,29.375,1,65,1,0,0.917,35.5,0.818
96272747,1112W04,SP23,Control,0.5,64.75,1,50,1,76.667,0.833,73.533,0.636
88638398,1112W04,SP23,Control,0.5,56,1,75,1,80,0.833,65.367,0.636
91893193,1113W05,SP23,Test,0.5,53.032,0.375,53.826,0.625,20.069,0.5,34,0.55
92320412,1113W05,SP23,Test,0.5,55.232,0.875,2.097,1,0,0.792,14,0.875
59434717,1113W05,SP23,Test,0.125,96.893,0.125,100,0.125,96.223,0.125,97.70533333,0.125
59851916,1113W05,SP23,Test,0.125,79.905,0.125,100,0.125,79.671,0.125,88,0.125
40939970,1113W05,SP23,Test,0.75,68.097,0.5,52.991,0.125,71.451,0.458,67,0.325
28992691,1113W05,SP23,Test,0.75,25.108,0.875,8.042,1,0,0.875,10,0.925
98155712,1113W05,SP23,Test,0.25,99.104,0.125,100,0.25,78.657,0.208,90,0.225
72796471,1113W05,SP23,Test,0.375,96.823,0,100,0.25,89.429,0.208,96,0.225
80338474,1113W05,SP23,Test,0,98.672,0,100,0,90.571,0,97,0
95598464,1113W05,SP23,Test,0.375,74.327,0.125,100,0,88.274,0.167,91,0.1
14051160,1113W05,SP23,Test,0,100,0,100,0,86.286,0,97,0
1753077,1113W05,SP23,Test,0,83.315,0,100,0,95.937,0,97,0
17470799,1113W05,SP23,Test,0.125,70.997,0.125,100,0.25,58.857,0.167,72,0.2
14051160,1113W05,SP23,Test,0,100,0,100,0,84,0,93,0
43810771,1113W05,SP23,Test,0,79.762,0,100,0,78.289,0,87,0
57922040,1113W05,SP23,Test,0,83.957,0.125,100,0,94.286,0.042,97,0.025
29397642,1113W05,SP23,Test,0,56.767,0,100,0,66.563,0,72,0
14051160,1113W05,SP23,Test,0,100,0.125,82.916,0.125,84.32,0.083,90,0.1
14051160,1113W05,SP23,Test,0,100,0,100,0,92.129,0,99,0
14051160,1113W05,SP23,Test,0,100,0,100,0,88.306,0,97,0
80672488,1113W05,SP23,Test,0.375,81.243,0.25,73.525,0.125,80.734,0.25,80,0.2
60139209,1113W05,SP23,Test,0.125,80.68,0,100,0,90.286,0.042,94,0.025
12806130,1113W05,SP23,Test,0.375,91.138,0.25,97.107,0.125,87.62,0.25,93,0.2
89690808,1113W05,SP23,Test,0,95.819,0.25,71.429,0.125,84.797,0.125,88,0.125
47191950,1113W05,SP23,Test,0.125,98.803,0.125,100,0,86.911,0.083,95,0.05
73615015,1113W05,SP23,Test,0.375,98.078,0.375,85.586,0.625,73.4,0.458,85,0.525
96032559,1113W05,SP23,Test,0.125,84.654,0,100,0,96.763,0.042,96,0.025
91392139,1113W05,SP23,Test,1,80.904,0.375,96.718,0.25,71.02,0.542,79,0.425
89237646,1113W05,SP23,Test,0.75,100,0.75,47.489,0,93.714,0.5,89,0.3
53758427,1113W05,SP23,Test,0.5,81.066,0.875,50.03,0.625,77.451,0.667,75,0.65
95232725,1113W05,SP23,Test,0.125,100,0,100,0.125,69.971,0.083,83,0.1
65045446,1113W05,SP23,Test,0.125,99.524,0.375,59.494,0.125,74.351,0.208,79,0.175
84678351,1113W05,SP23,Test,0.125,99.133,0.375,85.96,0.125,80.511,0.208,88,0.175
95232725,1113W05,SP23,Test,0.125,100,0,100,0,92.571,0.042,100,0.025
83476480,1113W05,SP23,Test,0,93.267,0,100,0,76.32,0,89,0
22982857,1113W05,SP23,Test,0.125,98.649,0,87.811,0.125,68.689,0.083,81,0.1
27098442,1113W05,SP23,Test,0.75,95.503,0.25,82.22,0.125,51.834,0.375,70,0.275
96155699,1113W05,SP23,Test,0.5,96.277,0.375,71.892,0.125,87.811,0.333,90,0.25
73672263,1113W05,SP23,Test,0.125,42.513,0.875,59.794,0.875,0,0.625,23,0.725
61739230,1113W05,SP23,Test,0.375,92.449,1,65.344,0.5,76.571,0.625,80,0.575
39669857,1113W07,SP23,Control,0,90.16,0,65.3,0,90.571,0,85.435,0
63303533,1113W07,SP23,Control,0.375,88.731,0.125,100,0,66,0.167,77.346,0.1
3350165,1113W07,SP23,Control,0.375,100,0.125,100,0.125,94.954,0.208,96.973,0.175
67683066,1113W07,SP23,Control,0.125,70.979,0.625,4.497,0.375,32.04,0.375,34.319,0.375
28403870,1113W07,SP23,Control,0.375,54.38,0.375,71.429,0.375,30.857,0.375,43.676,0.375
75860037,1113W07,SP23,Control,1,99.147,0,100,0,82.56,0.333,89.365,0.2
88799869,1113W07,SP23,Control,0.125,72.935,0,90.213,0,81.577,0.042,81.576,0.025
63859017,1113W07,SP23,Control,0.875,99.567,0,100,0,90.846,0.292,94.421,0.175
73683201,1113W07,SP23,Control,0,86.075,0.125,92.796,0.125,79.94,0.083,83.738,0.1
37261465,1113W07,SP23,Control,0,3.214,0.25,60.205,0.25,65.114,0.167,51.752,0.2
13555323,1113W07,SP23,Control,0,79.533,0,60.883,0,91.163,0,82.781,0
2641007,1113W07,SP23,Control,0,69.626,0,84.054,0.125,85.069,0.042,81.777,0.075
66896071,1113W07,SP23,Control,0.125,43.562,0.375,57.936,0.5,40,0.333,44.3,0.4
82796910,1113W07,SP23,Control,1,96.569,0,71.586,0,94.16,0.333,90.127,0.2
81688403,1113W07,SP23,Control,0.125,71.033,0,86.5,0,88.191,0.042,84.421,0.025
82409974,1113W07,SP23,Control,0,77.002,0,84.521,0.125,69.737,0.042,74.147,0.075
55892653,1113W07,SP23,Control,0,98.929,0,100,0,89.749,0,93.635,0
55815902,1113W07,SP23,Control,0.125,65.473,0.25,72.431,0.25,68.286,0.208,68.552,0.225
80530612,1113W07,SP23,Control,0.25,54.025,0.125,87.381,0.375,62.286,0.25,65.653,0.3
50249282,1113W07,SP23,Control,0,82.347,0,79.908,0.125,79.734,0.042,80.292,0.075
48701675,1113W07,SP23,Control,0.125,80.293,0,95.714,0,74.214,0.042,79.73,0.025
412330,1113W07,SP23,Control,0.25,99.58,0,100,0,71.226,0.083,82.651,0.05
79276905,1113W07,SP23,Control,0.375,82.87,0.125,100,0.25,74,0.25,80.974,0.25
90634989,1113W07,SP23,Control,0.125,63.799,0.5,11.151,0.25,71.114,0.292,57.659,0.275
28331108,1113W07,SP23,Control,0,68.027,0.125,92.792,0.25,44.857,0.125,59.078,0.175
81358015,1113W07,SP23,Control,0.125,78.222,0,100,0,72.02,0.042,78.856,0.025
83224545,1113W07,SP23,Control,0.625,87.248,0,100,0.125,84.306,0.25,88.033,0.2
4712473,1113W07,SP23,Control,0.25,83.988,0.125,77.556,0.125,68.857,0.167,73.623,0.15
23664929,1113W07,SP23,Control,0,95.768,0,96.543,0,86.466,0,90.341,0
56566271,1113W07,SP23,Control,0.25,93.014,0,93.095,0,92.857,0.083,92.936,0.05
76914290,1113W07,SP23,Control,0,71.72,0.25,73.657,0.25,43.429,0.167,55.133,0.2
21725486,1112W01,SU22,Control,0,100,0.25,87.5,0.25,52.25,0.166666667,79.91666667,0.045833333
15847331,1112W01,SU22,Control,0.375,100,0.25,100,0.375,30.5,0.333333333,76.83333333,0.120833333
8982264,1112W01,SU22,Control,0.25,100,0.125,97.5,0.625,32.75,0.333333333,76.75,0.135416667
72974096,1112W01,SU22,Control,0,55.55555556,0.125,87.5,0.25,58,0.125,67.01851852,0.041666667
88199127,1112W01,SU22,Control,0,91.66666667,0,100,0.375,43,0.125,78.22222222,0.05625
82595052,1112W01,SU22,Control,0.5,100,0.125,100,0.375,60.5,0.333333333,86.83333333,0.135416667
21725486,1112W01,SU22,Control,0,100,0.125,87.5,0.125,65.75,0.083333333,84.41666667,0.022916667
55081880,1112W01,SU22,Control,0.75,,0.125,85,0.375,53.75,0.416666667,46.25,0.172916667
61064095,1112W01,SU22,Control,0,94.44444444,0.125,100,0,69.75,0.041666667,88.06481481,0.004166667
23027337,1112W01,SU22,Control,0.125,77.77777778,0,97.5,0.125,64.75,0.083333333,80.00925926,0.0375
786481,1112W01,SU22,Control,0.375,30.55555556,0.625,50,0.25,48.25,0.416666667,42.93518519,0.114583333
2202574,1112W01,SU22,Control,0.5,52.77777778,0.375,62.5,0.375,50.5,0.416666667,55.25925926,0.14375
57821365,1112W01,SU22,Control,0.25,0,0.125,87.5,0.25,56,0.208333333,47.83333333,0.079166667
72955912,1112W01,SU22,Control,0.5,0,0.25,72.5,0.125,65,0.291666667,45.83333333,0.102083333
6127583,1112W01,SU22,Control,0.875,97.22222222,0.5,62.5,0.375,50,0.583333333,69.90740741,0.204166667
21725486,1112W01,SU22,Control,0,100,0,100,0.25,61.25,0.083333333,87.08333333,0.0375
21725486,1112W01,SU22,Control,0,100,0.125,87.5,0,59.75,0.041666667,82.41666667,0.004166667
98324622,1112W01,SU22,Control,0.625,100,0.375,75,0.125,64.25,0.375,79.75,0.125
33427684,1112W01,SU22,Control,0,86.11111111,0,100,0,71.25,0,85.78703704,0
28704597,1112W01,SU22,Control,0.5,44.44444444,0,100,0.375,41.25,0.291666667,61.89814815,0.13125
88199127,1112W01,SU22,Control,0,91.66666667,0,100,0.375,49,0.125,80.22222222,0.05625
82595052,1112W01,SU22,Control,0.5,100,0,100,0.25,55.25,0.25,85.08333333,0.1125
21725486,1112W01,SU22,Control,0,100,0,100,0.125,60.25,0.041666667,86.75,0.01875
39479544,1112W01,SU22,Control,0.125,100,0.75,25,0.25,48.75,0.375,57.91666667,0.08125
3555257,1112W01,SU22,Control,0,97.22222222,0.75,25,0.125,53.5,0.291666667,58.57407407,0.04375
53622927,1112W01,SU22,Control,0.375,80.55555556,0.375,62.5,0.25,52.75,0.333333333,65.26851852,0.10625
70459664,1112W01,SU22,Control,0.25,91.66666667,0,100,0,63.75,0.083333333,85.13888889,0.0375
49465371,1112W01,SU22,Control,0.25,94.44444444,0.125,87.5,0.375,47.75,0.25,76.56481481,0.097916667
3555257,1112W01,SU22,Control,0,97.22222222,0.5,50,0.25,51.25,0.25,66.15740741,0.054166667
3423795,1112W01,SU22,Control,0,33.33333333,0.25,87.5,0.5,40,0.25,53.61111111,0.083333333
21725486,1112W01,SU22,Control,0,100,0,100,0,63,0,87.66666667,0
69314289,1112W01,SU22,Control,0.5,97.22222222,0,100,0.25,51.5,0.25,82.90740741,0.1125
86114080,1112W01,SU22,Control,0.375,77.77777778,0.125,100,0.25,60,0.25,79.25925926,0.097916667
15428775,1112W05,SP22,Control,0.125,83.67299956,0.125,87.5,0.125,59,0.125,76.72433319,0.041666667
49520809,1112W05,SP22,Control,0.625,24.786075,0.375,75,0.125,65.25,0.375,55.012025,0.125
27638697,1112W05,SP22,Control,0.375,41.08129132,0.125,100,0.25,54.75,0.25,65.27709711,0.097916667
95477706,1112W05,SP22,Control,0.875,41.31323449,0.5,87.5,0.375,48,0.583333333,58.93774483,0.204166667
87645510,1112W05,SP22,Control,0.25,68.68895625,0.25,87.5,0.25,76.25,0.25,77.47965208,0.083333333
73651536,1112W05,SP22,Control,0,99.22094,0.125,87.5,0.25,65.5,0.125,84.07364667,0.041666667
96018671,1112W05,SP22,Control,0,85.76028985,0.125,87.5,0.125,75.25,0.083333333,82.83676328,0.022916667
43759483,1112W05,SP22,Control,0.125,90.6144225,0,100,0.25,69,0.125,86.53814083,0.05625
33079048,1112W05,SP22,Control,0.125,74.47521868,0.25,87.5,0.125,70.25,0.166666667,77.40840623,0.045833333
75752909,1112W05,SP22,Control,0.125,93.26404287,0.125,87.5,0,65.25,0.083333333,82.00468096,0.022916667
27977439,1112W05,SP22,Control,0.375,80.397925,0.375,62.5,0.5,65.25,0.416666667,69.38264167,0.14375
18320642,1112W05,SP22,Control,0,94.29365132,0.125,87.5,0.125,69,0.083333333,83.59788377,0.022916667
4579715,1112W05,SP22,Control,0.25,94.18053463,0.375,62.5,0.125,70,0.25,75.56017821,0.06875
62731481,1112W05,SP22,Control,0,96.32167919,0.25,87.5,0.625,33.75,0.291666667,72.52389306,0.102083333
74172207,1112W05,SP22,Control,0.625,80.26770007,0.25,75,0.25,58.5,0.375,71.25590002,0.139583333
2617068,1112W05,SP22,Control,0.125,91.5379275,0.375,65,0.75,28.25,0.416666667,61.59597583,0.14375
20530641,1112W05,SP22,Control,0.75,80.82552669,0,100,0.5,49.25,0.416666667,76.69184223,0.1875
69419473,1112W05,SP22,Control,0.625,64.6389839,0.125,100,0.375,62.25,0.375,75.6296613,0.154166667
29594617,1112W05,SP22,Control,0.125,48.64766,0.25,75,0.25,54.75,0.208333333,59.46588667,0.064583333
23537823,1112W05,SP22,Control,0.25,77.50848177,0.125,87.5,0.125,78,0.166666667,81.00282726,0.060416667
14823305,1112W05,SP22,Control,0,97.061965,0.25,87.5,0.5,39.75,0.25,74.770655,0.083333333
27457400,1112W05,SP22,Control,0,83.33881625,0,100,0.125,71.25,0.041666667,84.86293875,0.01875
25747482,1112W05,SP22,Control,0.25,61.842695,0.125,100,0,45,0.125,68.947565,0.041666667
29698210,1112W05,SP22,Control,0.625,37.91537765,0.25,100,0.125,64.75,0.333333333,67.55512588,0.120833333
86606273,1112W05,SP22,Control,0,95.44698919,0.125,87.5,0.25,68.5,0.125,83.81566306,0.041666667
98751288,1112W05,SP22,Control,0,93.34875831,0,100,0.125,76.25,0.041666667,89.86625277,0.01875
22622253,1112W05,SP22,Control,1,39.4783225,0,100,0.25,56.25,0.416666667,65.24277417,0.1875
21178361,1112W05,SP22,Control,0,79.88416831,0.375,84.375,0.125,72.25,0.166666667,78.83638944,0.03125
86755115,1112W05,SP22,Control,0,98.71794875,0.25,87.5,0.125,60.25,0.125,82.15598292,0.027083333
25886551,1112W05,SP22,Control,0,71.10775382,0.375,75,,30.5,0.125,58.86925127,0.0125
99077699,1112W05,SP22,Control,0.125,73.25408956,0,100,0.125,66.75,0.083333333,80.00136319,0.0375
4436508,1112W05,SP22,Control,0,89.88081677,0.375,62.5,0.125,65,0.166666667,72.46027226,0.03125
7413523,1112W05,SP22,Control,0.375,47.41484169,0.125,87.5,0.625,16.75,0.375,50.55494723,0.154166667
21975694,1112W05,SP22,Control,0,96.36543897,0,100,0,57.5,0,84.62181299,0
74962050,1112W05,SP22,Control,0,100,0.5,75,0.125,73.25,0.208333333,82.75,0.035416667
44997825,1112W05,SP22,Control,0.25,91.06333257,0.25,75,0.125,48.75,0.208333333,71.60444419,0.064583333
37806661,1112W05,SP22,Control,0,98.24325044,0.25,75,0.5,47.5,0.25,73.58108348,0.083333333
90694016,1112W08,FA22,Control,0.25,87.15277778,0,100,0.5,45,0.25,77.38425926,0.1125
56600831,1112W08,FA22,Control,0.375,73.87082887,0.625,87.5,0.375,59.25,0.458333333,73.54027629,0.133333333
35037490,1112W08,FA22,Control,0,92.47911507,0.125,87.5,0.125,70.25,0.083333333,83.40970502,0.022916667
32236396,1112W08,FA22,Control,0,87.77660753,0.125,87.5,0.125,56,0.083333333,77.09220251,0.022916667
69215960,1112W08,FA22,Control,0,67.05576625,0.25,75,0.375,54.5,0.208333333,65.51858875,0.064583333
47502808,1112W08,FA22,Control,0,78.72232873,0.125,87.5,0.375,44,0.166666667,70.07410958,0.060416667
26685892,1112W08,FA22,Control,0.75,16.03962418,0.375,87.5,0.375,47.75,0.5,50.42987473,0.18125
9070078,1112W08,FA22,Control,0.375,65.04967949,0.375,87.5,0.375,51,0.375,67.84989316,0.125
73051017,1112W08,FA22,Control,0,91.19552853,0.125,100,0.25,61.5,0.125,84.23184284,0.041666667
41259879,1112W08,FA22,Control,0.375,90.04058192,0.25,87.5,0,68,0.208333333,81.84686064,0.064583333
46281410,1112W08,FA22,Control,0.625,56.03418307,0.125,100,0,64.75,0.25,73.59472769,0.097916667
41205264,1112W08,FA22,Control,0,63.46837871,0.25,100,0.25,53.75,0.166666667,72.40612624,0.045833333
97350700,1112W08,FA22,Control,0.375,76.3941752,0.375,87.5,0.25,59.75,0.333333333,74.5480584,0.10625
41358631,1112W08,FA22,Control,0.625,51.40140741,0.25,87.5,0.125,60.75,0.333333333,66.55046914,0.120833333
35492168,1112W08,FA22,Control,0,79.568171,0.25,100,0.5,58.25,0.25,79.27272367,0.083333333
22829986,1112W08,FA22,Control,0.375,31.29588196,0,100,0.25,57.75,0.208333333,63.01529399,0.09375
82792714,1112W08,FA22,Control,0.125,94.40987934,0.5,75,0.25,57.25,0.291666667,75.55329311,0.072916667
11847712,1112W08,FA22,Control,0.375,76.00381176,0.375,87.5,0.5,59.25,0.416666667,74.25127059,0.14375
2603838,1112W08,FA22,Control,0.125,94.07702363,0.125,87.5,0.125,65.5,0.125,82.35900788,0.041666667
54123716,1112W08,FA22,Control,0,77.95502567,0.125,87.5,0.25,62,0.125,75.81834189,0.041666667
53675017,1112W08,FA22,Control,0,76.18432365,0.25,75,0.125,63.5,0.125,71.56144122,0.027083333
3366475,1112W08,FA22,Control,0.375,87.5,0.125,87.5,0.375,45.75,0.291666667,73.58333333,0.116666667
92958303,1112W08,FA22,Control,0.5,48.56048266,0.375,100,0.25,45.25,0.375,64.60349422,0.125
38278623,1112W08,FA22,Control,0,67.34204639,0.125,100,0.375,47.25,0.166666667,71.53068213,0.060416667
27120569,1112W08,FA22,Control,0,99.07403846,0.25,87.5,0.25,67.75,0.166666667,84.77467949,0.045833333
22010214,1112W08,FA22,Control,0.125,65.43423401,0.125,100,0.25,61.75,0.166666667,75.728078,0.060416667
48823318,1112W08,FA22,Control,0.25,75.64317976,0.125,100,0.125,68.5,0.166666667,81.38105992,0.060416667
59182921,1112W08,FA22,Control,0.875,56.0321902,0.25,87.5,0.25,59,0.458333333,67.51073007,0.177083333
85040256,1112W08,FA22,Control,0,86.49872225,0.25,87.5,0,70.75,0.083333333,81.58290742,0.008333333
25104157,1112W08,FA22,Control,0.375,61.56751112,0.125,87.5,0.25,52,0.25,67.02250371,0.097916667
28248053,1112W08,FA22,Control,0,98.07692308,0.375,75,0,71.25,0.125,81.44230769,0.0125
32385808,1112W08,FA22,Control,0.5,66.918256,0.5,75,0.375,58.25,0.458333333,66.722752,0.147916667
52182258,1112W08,FA22,Control,0,78.9417606,0.125,87.5,0.125,65.25,0.083333333,77.23058687,0.022916667
98961201,1112W08,FA22,Control,0.375,59.98410303,0.375,75,0.375,43.75,0.375,59.57803434,0.125
83376470,1112W08,FA22,Control,0.125,76.78035114,0.25,75,0.125,63,0.166666667,71.59345038,0.045833333
54848806,1112W08,FA22,Control,0,96.23868778,0.125,100,0.25,59.75,0.125,85.32956259,0.041666667
20451377,1112W08,FA22,Control,0.375,57.47014832,0.25,87.5,0.25,67,0.291666667,70.65671611,0.102083333
99031903,1112W08,FA22,Control,0.5,53.70490858,0.5,87.5,0.125,65.75,0.375,68.98496953,0.110416667
15502944,1112W08,FA22,Control,0.875,56.68859649,0,100,0.25,72.5,0.375,76.39619883,0.16875
15548858,1112W02,SU22,Test,0,82.54255856,0,100,0,71,0,84.51418619,0
63447374,1112W02,SU22,Test,0.375,74.75521997,0.125,100,0.5,44.25,0.333333333,73.00173999,0.135416667
19841952,1112W02,SU22,Test,0,88.57168658,0,100,0,73,0,87.19056219,0
65531784,1112W02,SU22,Test,0.75,36.47445794,1,100,0.13,67.5,0.626666667,67.99148598,0.165333333
19226991,1112W02,SU22,Test,0,87.7792948,0,100,0,85,0,90.9264316,0
60817925,1112W02,SU22,Test,0.75,51.56715389,0.375,100,0.13,27.25,0.418333333,59.60571796,0.1445
99731088,1112W02,SU22,Test,0,99.15559044,0,100,0,86,0,95.05186348,0
92090019,1112W02,SU22,Test,0,96.98152234,0,100,0.13,68.75,0.043333333,88.57717411,0.0195
60870133,1112W02,SU22,Test,0,67.12295537,0,100,0,54.25,0,73.79098512,0
87560546,1112W02,SU22,Test,0,96.65346882,0.25,100,0.13,77.25,0.126666667,91.30115627,0.027833333
66891479,1112W02,SU22,Test,0.375,43.82397256,0.375,87.5,0.13,55,0.293333333,62.10799085,0.08825
76200859,1112W02,SU22,Test,0.75,25.41036269,0.5,67.5,0.5,39.5,0.583333333,44.13678756,0.204166667
17791055,1112W02,SU22,Test,0,93.13708811,0,100,0,77.25,0,90.12902937,0
67348718,1112W02,SU22,Test,0.375,46.37351478,0.25,75,0.25,58.75,0.291666667,60.04117159,0.102083333
43798967,1112W02,SU22,Test,1,19.37697952,1,100,0.13,25,0.71,48.12565984,0.202833333
61530848,1112W02,SU22,Test,0.375,50.77527519,0.75,100,0,78,0.375,76.25842506,0.08125
13855117,1112W02,SU22,Test,0,82.63126797,1,0,0,78.25,0.333333333,53.62708932,0.033333333
78639352,1112W02,SU22,Test,0.125,60.74422898,0.125,100,0.25,74.25,0.166666667,78.33140966,0.060416667
75388357,1112W02,SU22,Test,0.5,72.73856782,0.375,100,0,69.5,0.291666667,80.74618927,0.0875
94924434,1112W02,SU22,Test,0.75,46.79487125,0.5,100,0.13,77,0.46,74.59829042,0.148666667
27828452,1112W02,SU22,Test,0,96.21197846,0,100,0,74,0,90.07065949,0
79982934,1112W02,SU22,Test,0,99.35897375,0.125,100,0,82.75,0.041666667,94.03632458,0.004166667
31439270,1112W02,SU22,Test,0,93.70974067,0,100,0,78.5,0,90.73658022,0
74562286,1112W02,SU22,Test,0.5,69.744907,0,100,0,81,0.166666667,83.58163567,0.075
71404642,1112W02,SU22,Test,0.375,75.96175459,0,100,0.25,74.75,0.208333333,83.57058486,0.09375
69657722,1112W02,SU22,Test,0.625,35.56100414,0.625,75,0.38,55,0.543333333,55.18700138,0.171583333
52377553,1112W02,SU22,Test,0.25,82.91767846,0.625,97.5,0,76,0.291666667,85.47255949,0.058333333
1683851,1112W02,SU22,Test,0.125,87.74589951,0,100,0,70.75,0.041666667,86.16529984,0.01875
53962655,1112W02,SU22,Test,0,92.97361064,0,100,0,76,0,89.65787021,0
6564483,1112W02,SU22,Test,0,68.32859886,0,100,0,73.5,0,80.60953295,0
90689216,1113W02,SU22,Control,1,39.01,0.285714286,100,0.625,62.08333333,0.64,65.05103067,0.632142857
65024594,1113W02,SU22,Control,0,100,0.142857143,85.71428571,0,91.66666667,0.05,92.14285714,0.028571429
65024594,1113W02,SU22,Control,0,100,0.285714286,85.71428571,0.125,85.41666667,0.14,88.39285714,0.132142857
65024594,1113W02,SU22,Control,0,100,0.428571429,71.42857143,0,83.75,0.14,84.53571429,0.085714286
76046754,1113W02,SU22,Control,0.63,88.7,0.285714286,85.71428571,0.25,77.08333333,0.39,81.13186544,0.332142857
65024594,1113W02,SU22,Control,0,100,0.142857143,100,0,87.08333333,0.05,92.25,0.028571429
65024594,1113W02,SU22,Control,0,100,0.142857143,100,0.125,91.25,0.09,94.75,0.103571429
71106684,1113W02,SU22,Control,0.25,68.52,0.142857143,100,0.125,81.66666667,0.17,82.70447461,0.153571429
14410318,1113W02,SU22,Control,1,62.64,0.142857143,100,0.25,86.25,0.46,84.27722474,0.378571429
84557121,1113W02,SU22,Control,0,96.57,0.142857143,100,0.125,87.5,0.09,91.81388889,0.103571429
10156643,1113W02,SU22,Control,0.13,100,0.142857143,100,0.5,85,0.26,91,0.353571429
65900736,1113W02,SU22,Control,1,82.3,0.142857143,100,0,82.5,0.38,85.96063977,0.228571429
94234612,1113W02,SU22,Control,0.75,61.21,0.285714286,71.42857143,0,89.16666667,0.35,80.02802198,0.207142857
9452010,1113W02,SU22,Control,0,96.95,0,100,0.5,86.25,0.17,91.14038462,0.3
13649045,1113W02,SU22,Control,0.25,99,0.142857143,85.71428571,0.125,93.33333333,0.17,92.94285714,0.153571429
